2430;F12;0;S;N;Transt mentais comport dev uso canabinoides;Transt mentais comport dev uso canabinoides;5
2431;F12.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de canabinóides - intoxicação aguda;5
2432;F12.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de canabinóides - uso nocivo para a saúde;5
2433;F12.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de canabinóides - síndrome de dependência;5
2434;F12.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de canabinóides - síndrome [estado] de abstinência;5
2435;F12.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de canabinóides - síndrome de abstinência com delirium;5
2436;F12.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de canabinóides - transtorno psicótico;5
2437;F12.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de canabinóides - síndrome amnésica;5
2438;F12.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de canabinóides - transtorno psicótico residual ou de instalação tardia;5
2439;F12.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de canabinóides - outros transtornos mentais ou comportamentais;5
2440;F12.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de canabinóides - transtorno mental ou comportamental não especificado;5
2441;F13;0;S;N;Transt mentais comport dev uso sedat hipnot;Transt mentais comport dev uso sedat hipnot;5
2442;F13.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - intoxicação aguda;5
2443;F13.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - uso nocivo para a saúde;5
2444;F13.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - síndrome de dependência;5
2445;F13.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - síndrome [estado] de abstinência;5
2446;F13.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - síndrome de abstinência com delirium;5
2447;F13.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - transtorno psicótico;5
2448;F13.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - síndrome amnésica;5
2449;F13.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - transtorno psicótico residual ou de instalação tardia;5
2450;F13.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - outros transtornos mentais ou comportamentais;5
2451;F13.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - transtorno mental ou comportamental não especificado;5
2452;F14;0;S;N;Transt mentais e comport dev uso da cocaina;Transt mentais e comport dev uso da cocaina;5
2453;F14.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso da cocaína - intoxicação aguda;5
2454;F14.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso da cocaína - uso nocivo para a saúde;5
2455;F14.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso da cocaína - síndrome de dependência;5
2456;F14.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso da cocaína - síndrome [estado] de abstinência;5
2457;F14.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso da cocaína - síndrome de abstinência com delirium;5
2458;F14.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso da cocaína - transtorno psicótico;5
2459;F14.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso da cocaína - síndrome amnésica;5
2460;F14.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso da cocaína - transtorno psicótico residual ou de instalação tardia;5
2461;F14.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso da cocaína - outros transtornos mentais ou comportamentais;5
2462;F14.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso da cocaína - transtorno mental ou comportamental não especificado;5
2463;F15;0;S;N;Transt ment comp uso outr estim incl cafeina;Transt ment comp uso outr estim incl cafeina;5
2464;F15.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - intoxicação aguda;5
2465;F15.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - uso nocivo para a saúde;5
2466;F15.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - síndrome de dependência;5
2467;F15.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - síndrome [estado] de abstinência;5
2468;F15.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - síndrome de abstinência com delirium;5
2469;F15.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - transtorno psicótico;5
2470;F15.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - síndrome amnésica;5
2471;F15.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - transtorno psicótico residual ou de instalação tardia;5
2472;F15.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - outros transtornos mentais ou comportamentais;5
2473;F15.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - transtorno mental ou comportamental não especificado;5
2474;F16;0;S;N;Transt mentais comport dev uso alucinogenos;Transt mentais comport dev uso alucinogenos;5
2475;F16.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - intoxicação aguda;5
2476;F16.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - uso nocivo para a saúde;5
2477;F16.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - síndrome de dependência;5
2478;F16.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - síndrome [estado] de abstinência;5
2479;F16.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - síndrome de abstinência com delirium;5
2480;F16.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - transtorno psicótico;5
2481;F16.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - síndrome amnésica;5
2482;F16.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - transtorno psicótico residual ou de instalação tardia;5
2483;F16.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - outros transtornos mentais ou comportamentais;5
2484;F16.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de alucinógenos - transtorno mental ou comportamental não especificado;5
2485;F17;0;S;N;Transt mentais e comport dev uso de fumo;Transt mentais e comport dev uso de fumo;5
2486;F17.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de fumo - intoxicação aguda;5
2487;F17.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de fumo - uso nocivo para a saúde;5
2488;F17.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de fumo - síndrome de dependência;5
2489;F17.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de fumo - síndrome [estado] de abstinência;5
2490;F17.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de fumo - síndrome de abstinência com delirium;5
2491;F17.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de fumo - transtorno psicótico;5
2492;F17.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de fumo - síndrome amnésica;5
2493;F17.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de fumo - transtorno psicótico residual ou de instalação tardia;5
2494;F17.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de fumo - outros transtornos mentais ou comportamentais;5
2495;F17.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de fumo - transtorno mental ou comportamental não especificado;5
2496;F18;0;S;N;Transt mentais comport dev uso solv volateis;Transt mentais comport dev uso solv volateis;5
2497;F18.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - intoxicação aguda;5
2498;F18.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - uso nocivo para a saúde;5
2499;F18.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome de dependência;5
2500;F18.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome [estado] de abstinência;5
2501;F18.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome de abstinência com delirium;5
2502;F18.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - transtorno psicótico;5
2503;F18.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome amnésica;5
2504;F18.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - transtorno psicótico residual ou de instalação tardia;5
2505;F18.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - outros transtornos mentais ou comportamentais;5
2506;F18.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - transtorno mental ou comportamental não especificado;5
2507;F19;0;S;N;Transt ment comp mult drog out subst psicoat;Transt ment comp mult drog out subst psicoat;5
2508;F19.0;0;N;S;Intox aguda;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - intoxicação aguda;5
2509;F19.1;0;N;S;Uso nocivo p/a saude;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - uso nocivo para a saúde;5
2510;F19.2;0;N;S;Sindr de dependencia;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome de dependência;5
2511;F19.3;0;N;S;Sindr de abstinencia;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome [estado] de abstinência;5
2512;F19.4;0;N;S;Sindr de abstinencia c/delirium;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome de abstinência com delirium;5
2513;F19.5;0;N;S;Transt psicotico;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno psicótico;5
2514;F19.6;0;N;S;Sindr amnesica;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome amnésica;5
2515;F19.7;0;N;S;Trans psicotico residual instalacao tard;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno psicótico residual ou de instalação tardia;5
2516;F19.8;0;N;S;Outr transt mentais ou comport;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - outros transtornos mentais ou comportamentais;5
2517;F19.9;0;N;S;Transt mental ou comport NE;Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno mental ou comportamental não especificado;5
2518;F20;0;S;N;Esquizofrenia;Esquizofrenia;5
2519;F20.0;0;N;S;Esquizofrenia paranoide;Esquizofrenia paranóide;5
2520;F20.1;0;N;S;Esquizofrenia hebefrenica;Esquizofrenia hebefrênica;5
2521;F20.2;0;N;S;Esquizofrenia catatonica;Esquizofrenia catatônica;5
2522;F20.3;0;N;S;Esquizofrenia indiferenciada;Esquizofrenia indiferenciada;5
2523;F20.4;0;N;S;Depressao pos-esquizofrenica;Depressão pós-esquizofrênica;5
2524;F20.5;0;N;S;Esquizofrenia residual;Esquizofrenia residual;5
2525;F20.6;0;N;S;Esquizofrenia simples;Esquizofrenia simples;5
2526;F20.8;0;N;S;Outr esquizofrenias;Outras esquizofrenias;5
2527;F20.9;0;N;S;Esquizofrenia NE;Esquizofrenia não especificada;5
2528;F21;0;S;S;Transt esquizotipico;Transtorno esquizotípico;5
2529;F22;0;S;N;Transt delirantes persistentes;Transt delirantes persistentes;5
2530;F22.0;0;N;S;Transt delirante;Transtorno delirante;5
2531;F22.8;0;N;S;Outr transt delirantes persistentes;Outros transtornos delirantes persistentes;5
2532;F22.9;0;N;S;Transt delirante persistente NE;Transtorno delirante persistente não especificado;5
2533;F23;0;S;N;Transt psicoticos agudos e transitorios;Transt psicoticos agudos e transitorios;5
2534;F23.0;0;N;S;Transt psicot agudo polimorf s/sint esquizof;Transtorno psicótico agudo polimorfo, sem sintomas esquizofrênicos;5
2535;F23.1;0;N;S;Transt psicot agudo polimorf c/sint esquizof;Transtorno psicótico agudo polimorfo, com sintomas esquizofrênicos;5
2536;F23.2;0;N;S;Transt psicotico agudo tipo esquizofrenico;Transtorno psicótico agudo de tipo esquizofrênico (schizophrenia-like);5
2537;F23.3;0;N;S;Outr transt psicot agudos essenc delirantes;Outros transtornos psicóticos agudos, essencialmente delirantes;5
2538;F23.8;0;N;S;Outr transt psicoticos agudos e transitorios;Outros transtornos psicóticos agudos e transitórios;5
2539;F23.9;0;N;S;Transt psicotico agudo e transitorio NE;Transtorno psicótico agudo e transitório não especificado;5
2540;F24;0;S;S;Transt delirante induz;Transtorno delirante induzido;5
2541;F25;0;S;N;Transt esquizoafetivos;Transt esquizoafetivos;5
2542;F25.0;0;N;S;Transt esquizoafetivo do tipo maniaco;Transtorno esquizoafetivo do tipo maníaco;5
2543;F25.1;0;N;S;Transt esquizoafetivo do tipo depressivo;Transtorno esquizoafetivo do tipo depressivo;5
2544;F25.2;0;N;S;Transt esquizoafetivo do tipo misto;Transtorno esquizoafetivo do tipo misto;5
2545;F25.8;0;N;S;Outr transt esquizoafetivos;Outros transtornos esquizoafetivos;5
2546;F25.9;0;N;S;Transt esquizoafetivo NE;Transtorno esquizoafetivo não especificado;5
2547;F28;0;S;S;Outr transt psicoticos nao-organicos;Outros transtornos psicóticos não-orgânicos;5
2548;F29;0;S;S;Psicose nao-organica NE;Psicose não-orgânica não especificada;5
2549;F30;0;S;N;Episodio maniaco;Episodio maniaco;5
2550;F30.0;0;N;S;Hipomania;Hipomania;5
2551;F30.1;0;N;S;Mania s/sint psicoticos;Mania sem sintomas psicóticos;5
2552;F30.2;0;N;S;Mania c/sint psicoticos;Mania com sintomas psicóticos;5
2553;F30.8;0;N;S;Outr episodios maniacos;Outros episódios maníacos;5
2554;F30.9;0;N;S;Episodio maniaco NE;Episódio maníaco não especificado;5
2555;F31;0;S;N;Transt afetivo bipolar;Transt afetivo bipolar;5
2556;F31.0;0;N;S;Transt afet bipolar episodio atual hipoman;Transtorno afetivo bipolar, episódio atual hipomaníaco;5
2557;F31.1;0;N;S;Trans afet bip epis atual man s/sint psicot;Transtorno afetivo bipolar, episódio atual maníaco sem sintomas psicóticos;5
2558;F31.2;0;N;S;Trans afet bip epis atual man c/sint psicot;Transtorno afetivo bipolar, episódio atual maníaco com sintomas psicóticos;5
2559;F31.3;0;N;S;Trans afet bip epis atual depr leve/ moderad;Transtorno afetivo bipolar, episódio atual depressivo leve ou moderado;5
2560;F31.4;0;N;S;Trans afet bip atual depr grav s/sint psicot;Transtorno afetivo bipolar, episódio atual depressivo grave sem sintomas psicóticos;5
2561;F31.5;0;N;S;Trans afet bip atual depr grav c/sint psicot;Transtorno afetivo bipolar, episódio atual depressivo grave com sintomas psicóticos;5
2562;F31.6;0;N;S;Transt afetivo bipolar episodio atual misto;Transtorno afetivo bipolar, episódio atual misto;5
2563;F31.7;0;N;S;Transt afet bipolar atualmente em remissao;Transtorno afetivo bipolar, atualmente em remissão;5
2564;F31.8;0;N;S;Outr transt afetivos bipolares;Outros transtornos afetivos bipolares;5
2565;F31.9;0;N;S;Transt afetivo bipolar NE;Transtorno afetivo bipolar não especificado;5
2566;F32;0;S;N;Episodios depressivos;Episodios depressivos;5
2567;F32.0;0;N;S;Episodio depressivo leve;Episódio depressivo leve;5
2568;F32.1;0;N;S;Episodio depressivo moderado;Episódio depressivo moderado;5
2569;F32.2;0;N;S;Episodio depressivo grave s/sint psicoticos;Episódio depressivo grave sem sintomas psicóticos;5
2570;F32.3;0;N;S;Episodio depressivo grave c/sint psicoticos;Episódio depressivo grave com sintomas psicóticos;5
2571;F32.8;0;N;S;Outr episodios depressivos;Outros episódios depressivos;5
2572;F32.9;0;N;S;Episodio depressivo NE;Episódio depressivo não especificado;5
2573;F33;0;S;N;Transt depressivo recorrente;Transt depressivo recorrente;5
2574;F33.0;0;N;S;Transt depressivo recorr episodio atual leve;Transtorno depressivo recorrente, episódio atual leve;5
2575;F33.1;0;N;S;Transt depress recorr episodio atual moderad;Transtorno depressivo recorrente, episódio atual moderado;5
2576;F33.2;0;N;S;Trans depr recor epis atual grav s/sint psic;Transtorno depressivo recorrente, episódio atual grave sem sintomas psicóticos;5
2577;F33.3;0;N;S;Trans depr recor epis atual grav c/sint psic;Transtorno depressivo recorrente, episódio atual grave com sintomas psicóticos;5
2578;F33.4;0;N;S;Transt depress recorr atualmente em remissao;Transtorno depressivo recorrente, atualmente em remissão;5
2579;F33.8;0;N;S;Outr transt depressivos recorrentes;Outros transtornos depressivos recorrentes;5
2580;F33.9;0;N;S;Transt depressivo recorrente s/especificacao;Transtorno depressivo recorrente sem especificação;5
2581;F34;0;S;N;Transt de humor persistentes;Transt de humor persistentes;5
2582;F34.0;0;N;S;Ciclotimia;Ciclotimia;5
2583;F34.1;0;N;S;Distimia;Distimia;5
2584;F34.8;0;N;S;Outr transt do humor persistentes;Outros transtornos do humor [afetivos] persistentes;5
2585;F34.9;0;N;S;Transt do humor persistente NE;Transtorno do humor [afetivo] persistente não especificado;5
2586;F38;0;S;N;Outr transt do humor;Outr transt do humor;5
2587;F38.0;0;N;S;Outr transt do humor isolados;Outros transtornos do humor [afetivos] isolados;5
2588;F38.1;0;N;S;Outr transt do humor recorrentes;Outros transtornos do humor [afetivos] recorrentes;5
2589;F38.8;0;N;S;Outr transt espec do humor;Outros transtornos especificados do humor [afetivos];5
2590;F39;0;S;S;Transt do humor NE;Transtorno do humor [afetivo] não especificado;5
2591;F40;0;S;N;Transt fobico-ansiosos;Transt fobico-ansiosos;5
2592;F40.0;0;N;S;Agorafobia;Agorafobia;5
2593;F40.1;0;N;S;Fobias sociais;Fobias sociais;5
2594;F40.2;0;N;S;Fobias especificas;Fobias específicas (isoladas);5
2595;F40.8;0;N;S;Outr transt fobico-ansiosos;Outros transtornos fóbico-ansiosos;5
2596;F40.9;0;N;S;Transt fobico-ansioso NE;Transtorno fóbico-ansioso não especificado;5
2597;F41;0;S;N;Outr transt ansiosos;Outr transt ansiosos;5
2598;F41.0;0;N;S;Transt de panico;Transtorno de pânico [ansiedade paroxística episódica];5
2599;F41.1;0;N;S;Ansiedade generalizada;Ansiedade generalizada;5
2600;F41.2;0;N;S;Transt misto ansioso e depressivo;Transtorno misto ansioso e depressivo;5
2601;F41.3;0;N;S;Outr transt ansiosos mistos;Outros transtornos ansiosos mistos;5
2602;F41.8;0;N;S;Outr transt ansiosos espec;Outros transtornos ansiosos especificados;5
2603;F41.9;0;N;S;Transt ansioso NE;Transtorno ansioso não especificado;5
2604;F42;0;S;N;Transt obsessivo-compulsivo;Transt obsessivo-compulsivo;5
2605;F42.0;0;N;S;Com predom ideias ou ruminacoes obsessivas;Com predominância de idéias ou de ruminações obsessivas;5
2606;F42.1;0;N;S;Com predom de comport compulsivos;Com predominância de comportamentos compulsivos [rituais obsessivos];5
2607;F42.2;0;N;S;Form mista c/ideias obsess e comport compuls;Forma mista, com idéias obsessivas e comportamentos compulsivos;5
2608;F42.8;0;N;S;Outr transt obsessivo-compulsivos;Outros transtornos obsessivo-compulsivos;5
2609;F42.9;0;N;S;Transt obsessivo-compulsivo NE;Transtorno obsessivo-compulsivo não especificado;5
2610;F43;0;S;N;Reacoes ao stress grave e transt adaptacao;Reacoes ao stress grave e transt adaptacao;5
2611;F43.0;0;N;S;Reacao aguda ao stress;Reação aguda ao \"stress\";5
2612;F43.1;0;N;S;Estado de stress pos-traum;Estado de \"stress\" pós-traumático;5
2613;F43.2;0;N;S;Transt de adaptacao;Transtornos de adaptação;5
2614;F43.8;0;N;S;Outr reacoes ao stress grave;Outras reações ao \"stress\" grave;5
2615;F43.9;0;N;S;Reacao NE a um stress grave;Reação não especificada a um \"stress\" grave;5
2616;F44;0;S;N;Transt dissociativos;Transt dissociativos;5
2617;F44.0;0;N;S;Amnesia dissociativa;Amnésia dissociativa;5
2618;F44.1;0;N;S;Fuga dissociativa;Fuga dissociativa;5
2619;F44.2;0;N;S;Estupor dissociativo;Estupor dissociativo;5
2620;F44.3;0;N;S;Estados de transe e de possessao;Estados de transe e de possessão;5
2621;F44.4;0;N;S;Transt dissociativos do movimento;Transtornos dissociativos do movimento;5
2622;F44.5;0;N;S;Convulsoes dissociativas;Convulsões dissociativas;5
2623;F44.6;0;N;S;Anestesia e perda sensorial dissociativas;Anestesia e perda sensorial dissociativas;5
2624;F44.7;0;N;S;Transt dissociativo misto;Transtorno dissociativo misto [de conversão];5
2625;F44.8;0;N;S;Outr transt dissociativos;Outros transtornos dissociativos [de conversão];5
2626;F44.9;0;N;S;Transt dissociativo NE;Transtorno dissociativo [de conversão] não especificado;5
2627;F45;0;S;N;Transt somatoformes;Transt somatoformes;5
2628;F45.0;0;N;S;Transt de somatizacao;Transtorno de somatização;5
2629;F45.1;0;N;S;Transt somatoforme indiferenciado;Transtorno somatoforme indiferenciado;5
2630;F45.2;0;N;S;Transt hipocondriaco;Transtorno hipocondríaco;5
2631;F45.3;0;N;S;Transt neurovegetativo somatoforme;Transtorno neurovegetativo somatoforme;5
2632;F45.4;0;N;S;Transt doloroso somatoforme persistente;Transtorno doloroso somatoforme persistente;5
2633;F45.8;0;N;S;Outr transt somatoformes;Outros transtornos somatoformes;5
2634;F45.9;0;N;S;Transt somatoforme NE;Transtorno somatoforme não especificado;5
2635;F48;0;S;N;Outr transt neuroticos;Outr transt neuroticos;5
2636;F48.0;0;N;S;Neurastenia;Neurastenia;5
2637;F48.1;0;N;S;Sindr de despersonalizacao-desrealizacao;Síndrome de despersonalização-desrealização;5
2638;F48.8;0;N;S;Outr transt neuroticos espec;Outros transtornos neuróticos especificados;5
2639;F48.9;0;N;S;Transt neurotico NE;Transtorno neurótico não especificado;5
2640;F50;0;S;N;Transt da alimentacao;Transt da alimentacao;5
2641;F50.0;0;N;S;Anorexia nervosa;Anorexia nervosa;5
2642;F50.1;0;N;S;Anorexia nervosa atipica;Anorexia nervosa atípica;5
2643;F50.2;0;N;S;Bulimia nervosa;Bulimia nervosa;5
2644;F50.3;0;N;S;Bulimia nervosa atipica;Bulimia nervosa atípica;5
2645;F50.4;0;N;S;Hiperfagia assoc outr disturb psicologicos;Hiperfagia associada a outros distúrbios psicológicos;5
2646;F50.5;0;N;S;Vomitos assoc a outr disturbios psicologicos;Vômitos associados a outros distúrbios psicológicos;5
2647;F50.8;0;N;S;Outr transt da alimentacao;Outros transtornos da alimentação;5
2648;F50.9;0;N;S;Transt de alimentacao NE;Transtorno de alimentação não especificado;5
2649;F51;0;S;N;Transt nao-organicos sono dev fat emocionais;Transt nao-organicos sono dev fat emocionais;5
2650;F51.0;0;N;S;Insonia nao-organica;Insônia não-orgânica;5
2651;F51.1;0;N;S;Hipersonia nao-organica;Hipersonia não-orgânica;5
2652;F51.2;0;N;S;Transt ciclo vigilia-sono dev fat nao-organ;Transtorno do ciclo vigília-sono devido a fatores não-orgânicos;5
2653;F51.3;0;N;S;Sonambulismo;Sonambulismo;5
2654;F51.4;0;N;S;Terrores noturnos;Terrores noturnos;5
2655;F51.5;0;N;S;Pesadelos;Pesadelos;5
2656;F51.8;0;N;S;Outr transt do sono dev fat nao-organicos;Outros transtornos do sono devidos a fatores não-orgânicos;5
2657;F51.9;0;N;S;Transt do sono dev fatores nao-organicos NE;Transtorno do sono devido a fatores não-orgânicos não especificados;5
2658;F52;0;S;N;Disfuncao sexual n caus p/transt doenc organ;Disfuncao sexual n caus p/transt doenc organ;5
2659;F52.0;0;N;S;Ausencia ou perda do desejo sexual;Ausência ou perda do desejo sexual;5
2660;F52.1;0;N;S;Aversao sexual e ausencia de prazer sexual;Aversão sexual e ausência de prazer sexual;5
2661;F52.2;0;N;S;Falha de resposta genital;Falha de resposta genital;5
2662;F52.3;0;N;S;Disfuncao orgasmica;Disfunção orgásmica;5
2663;F52.4;0;N;S;Ejaculacao precoce;Ejaculação precoce;1
2664;F52.5;0;N;S;Vaginismo nao-organico;Vaginismo não-orgânico;3
2665;F52.6;0;N;S;Dispareunia nao-organica;Dispareunia não-orgânica;5
2666;F52.7;0;N;S;Apetite sexual excessivo;Apetite sexual excessivo;5
2667;F52.8;0;N;S;Outr disfunc sex n dev transt doenc organ;Outras disfunções sexuais não devidas a transtorno ou à doença orgânica;5
2668;F52.9;0;N;S;Disfuncao sexual n dev transt doenc organ NE;Disfunção sexual não devida a transtorno ou à doença orgânica, não especificada;5
2669;F53;0;S;N;Transt mentais comport assoc puerperio NCOP;Transt mentais comport assoc puerperio NCOP;3
2670;F53.0;0;N;S;Transt ment comport leves assoc puerp NCOP;Transtornos mentais e comportamentais leves associados ao puerpério não classificados em outra parte;3
2671;F53.1;0;N;S;Transt ment comport graves assoc puerp NCOP;Transtornos mentais e comportamentais graves associados ao puerpério não classificados em outra parte;3
2672;F53.8;0;N;S;Outr transt mentais comport assoc puerp NCOP;Outros transtornos mentais e comportamentais associados ao puerpério não classificados em outra parte;3
2673;F53.9;0;N;S;Transt mental e comport assoc puerperio NE;Transtorno mental e comportamental associado ao puerpério, não especificado;3
2674;F54;0;S;S;Fat psicolog comport assoc doenc transt COP;Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte;5
2675;F55;0;S;S;Abuso de subst que nao produzem dependencia;Abuso de substâncias que não produzem dependência;5
2676;F59;0;S;S;Sindr comp ass trans func fisio fat fisic NE;Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas;5
2677;F60;0;S;N;Transt especificos da personalidade;Transt especificos da personalidade;5
2678;F60.0;0;N;S;Personalidade paranoica;Personalidade paranóica;5
2679;F60.1;0;N;S;Personalidade esquizoide;Personalidade esquizóide;5
2680;F60.2;0;N;S;Personalidade dissocial;Personalidade dissocial;5
2681;F60.3;0;N;S;Transt de personalidade c/instab emocional;Transtorno de personalidade com instabilidade emocional;5
